Architecture,Window,Layers,Units,LearningRate,Fold1_MSE,Fold2_MSE,Fold3_MSE,Fold4_MSE,Fold5_MSE,Fold6_MSE,Fold7_MSE,Fold8_MSE,Fold9_MSE,Fold10_MSE,Avg_MSE,Avg_MAE,Train_Time_sec
cnn,5,8,32,0.01,0.003040551906451583,0.004945967346429825,0.004203038290143013,,,,,,,,0.004063185847674807,0.043791123976310097,119.54
cnn,5,8,32,0.005,0.0028626536950469017,0.004093739669770002,0.0041228998452425,,,,,,,,0.003693097736686468,0.04031949614485105,96.78
cnn,5,8,32,0.0005,0.0027990248054265976,0.004054856952279806,0.004060468636453152,,,,,,,,0.003638116798053185,0.040202006697654724,122.6
cnn,5,8,64,0.01,0.003532281145453453,0.0040009114891290665,0.0036240594927221537,,,,,,,,0.003719084042434891,0.042029829074939094,108.33
cnn,5,8,32,0.001,0.0026487333234399557,0.0039238715544342995,0.0037523808423429728,,,,,,,,0.003441661906739076,0.03904599448045095,126.62
cnn,5,8,64,0.005,0.0029919741209596395,0.004109530709683895,0.0037730466574430466,,,,,,,,0.0036248504960288606,0.03991564363241196,140.93
cnn,5,8,64,0.001,0.0026316680014133453,0.0037151772994548082,0.003751167096197605,,,,,,,,0.0033660041323552528,0.03786650796731313,144.02
cnn,5,8,128,0.01,0.004381818231195211,0.005142281763255596,0.0055143083445727825,,,,,,,,0.00501280277967453,0.049785743157068886,142.73
cnn,5,8,64,0.0005,0.002511511091142893,0.003705588635057211,0.003283207770437002,,,,,,,,0.003166769165545702,0.03700093304117521,207.06
cnn,5,8,128,0.005,0.0029595510568469763,0.0037350819911807775,0.004315711557865143,,,,,,,,0.0036701148686309657,0.04011131698886553,171.34
cnn,5,8,128,0.001,0.0023202074225991964,0.003281596815213561,0.003349062753841281,,,,,,,,0.0029836223305513463,0.03553043926755587,164.04
cnn,5,10,16,0.01,0.0034045709762722254,0.004996235016733408,0.004223201889544725,,,,,,,,0.0042080026275167865,0.044233753035465874,145.93
cnn,5,10,16,0.005,0.002699227537959814,0.004525987897068262,0.0034037476871162653,,,,,,,,0.0035429877073814473,0.03994150832295418,142.39
cnn,5,8,128,0.0005,0.0024185797665268183,0.003369371173903346,0.0032941412646323442,,,,,,,,0.0030273640683541694,0.03590935096144676,214.31
cnn,5,10,16,0.001,0.0029600218404084444,0.0047247931361198425,0.003788624657317996,,,,,,,,0.003824479877948761,0.04138737916946411,136.32
cnn,5,10,16,0.0005,0.0030488325282931328,0.004882540088146925,0.00478328624740243,,,,,,,,0.004238219621280829,0.0430112158258756,127.67
cnn,5,10,32,0.01,0.0033743849489837885,0.0044176457449793816,0.004064756911247969,,,,,,,,0.003952262535070379,0.04369142154852549,127.03
cnn,5,10,32,0.005,0.002810882171615958,0.003826436121016741,0.0037422755267471075,,,,,,,,0.0034598646064599357,0.03926910584171613,161.87
cnn,5,10,32,0.001,0.0029752294067293406,0.0044751474633812904,0.0037296172231435776,,,,,,,,0.003726664697751403,0.04018507028619448,164.58
cnn,5,10,64,0.01,0.0037589608691632748,0.004205353558063507,0.004559104796499014,,,,,,,,0.004174473074575265,0.04507053643465042,125.13
cnn,5,10,32,0.0005,0.0026652163360267878,0.0038605143781751394,0.0037062764167785645,,,,,,,,0.003410669043660164,0.03918682783842087,177.83
cnn,5,10,64,0.005,0.0027524889446794987,0.004150778520852327,0.004018574953079224,,,,,,,,0.0036406141395370164,0.04016233359773954,159.6
cnn,5,10,64,0.001,0.00238965661264956,0.0035144027788192034,0.0035054238978773355,,,,,,,,0.003136494429782033,0.03646642342209816,187.91
cnn,5,10,64,0.0005,0.0027423130813986063,0.0034329299814999104,0.003563659731298685,,,,,,,,0.0032463009313990674,0.037101120998462044,190.25
cnn,5,10,128,0.01,0.004238942172378302,0.004604910034686327,0.004552761092782021,,,,,,,,0.00446553776661555,0.04675536354382833,227.99
cnn,5,10,128,0.005,0.002868916839361191,0.003916701767593622,0.004038486164063215,,,,,,,,0.003608034923672676,0.040601540356874466,252.51
cnn,5,10,128,0.001,0.002764375414699316,0.0035912736784666777,0.0034135582391172647,,,,,,,,0.0032564024440944195,0.03725584472219149,220.07
cnn,5,10,128,0.0005,0.002197667257860303,0.0035165015142410994,0.0033098505809903145,,,,,,,,0.0030080064510305724,0.03579408799608549,225.54
cnn,5,12,16,0.01,0.003706139512360096,0.004469539038836956,0.0037630279548466206,,,,,,,,0.003979568835347891,0.044250396390755974,183.03
cnn,5,12,16,0.005,0.0029748729430139065,0.003785450477153063,0.0036428095772862434,,,,,,,,0.003467710999151071,0.03973301500082016,175.11
cnn,5,12,16,0.001,0.0031042962800711393,0.004251366481184959,0.0036250397097319365,,,,,,,,0.0036602341569960117,0.04023385296265284,155.64
cnn,5,12,16,0.0005,0.0032754940912127495,0.004611669108271599,0.0037750781048089266,,,,,,,,0.0038874137680977583,0.041668118288119636,151.03
cnn,5,12,32,0.01,0.0033852988854050636,0.003914572298526764,0.00411756569519639,,,,,,,,0.0038058122930427394,0.042855191975831985,166.95
cnn,5,12,32,0.005,0.0027701095677912235,0.003898515598848462,0.003972940146923065,,,,,,,,0.0035471884378542504,0.03984389454126358,165.81
cnn,5,12,32,0.001,0.0029455688782036304,0.004143973346799612,0.003592528635635972,,,,,,,,0.0035606902868797383,0.03925985097885132,179.47
cnn,5,12,32,0.0005,0.0028194652404636145,0.0044961548410356045,0.004448995925486088,,,,,,,,0.003921538668995102,0.04122870167096456,199.73
cnn,5,12,64,0.01,0.003226758213713765,0.004981403239071369,0.004071782808750868,,,,,,,,0.004093314753845334,0.044608661284049354,190.09
cnn,5,12,64,0.005,0.00291388644836843,0.004142277874052525,0.004322083201259375,,,,,,,,0.0037927491745601096,0.04108385120828947,180.53
cnn,5,12,64,0.001,0.0029876951593905687,0.0036391662433743477,0.003329373197630048,,,,,,,,0.0033187448667983213,0.03718038027485212,223.44
cnn,5,12,64,0.0005,0.0024765138514339924,0.0033971320372074842,0.0033660356421023607,,,,,,,,0.0030798938435812793,0.03686364243427912,227.25
cnn,5,12,128,0.01,0.0031122034415602684,0.004234843421727419,0.004767642356455326,,,,,,,,0.004038229739914338,0.04453625778357188,313.08
cnn,5,12,128,0.005,0.003072930732741952,0.004088258370757103,0.003891288535669446,,,,,,,,0.003684159213056167,0.041541228691736855,310.97
cnn,5,12,128,0.001,0.002842237474396825,0.003940979018807411,0.00334710325114429,,,,,,,,0.003376773248116175,0.03738728413979212,299.81
cnn,10,5,16,0.01,0.0036148508079349995,0.0040909294039011,0.004843900911509991,,,,,,,,0.004183227041115363,0.04420122131705284,118.59
cnn,5,12,128,0.0005,0.0024863870348781347,0.003603443969041109,0.0034139775671064854,,,,,,,,0.00316793619034191,0.03586596995592117,292.01
cnn,10,5,16,0.005,0.0027763948310166597,0.004022969398647547,0.0036593612749129534,,,,,,,,0.003486241834859053,0.03959710771838824,119.0
cnn,10,5,16,0.001,0.003398067085072398,0.005428350996226072,0.0045035663060843945,,,,,,,,0.004443328129127622,0.0441621628900369,88.05
cnn,10,5,16,0.0005,0.003682132577523589,0.004993573296815157,0.004170785658061504,,,,,,,,0.004282163844133417,0.04399396851658821,93.83
cnn,10,5,32,0.01,0.0031239052768796682,0.004373648669570684,0.003555841976776719,,,,,,,,0.0036844653077423573,0.041170439372460045,91.05
cnn,10,5,32,0.005,0.003030137624591589,0.004368600435554981,0.0034815832041203976,,,,,,,,0.0036267737547556558,0.039043656239906945,94.82
cnn,10,5,32,0.001,0.0030910929199308157,0.004150893073529005,0.0037631955929100513,,,,,,,,0.0036683938621232906,0.040164860586325325,106.47
cnn,10,5,64,0.01,0.00311841769143939,0.004647297319024801,0.004418361000716686,,,,,,,,0.004061358670393626,0.043426004548867546,93.67
cnn,10,5,32,0.0005,0.003008768195286393,0.0048873755149543285,0.004440377000719309,,,,,,,,0.00411217357032001,0.0425048458079497,104.49
cnn,10,5,64,0.005,0.002977800788357854,0.0036065392196178436,0.003961983136832714,,,,,,,,0.0035154410482694707,0.03922619794805845,91.54
cnn,10,5,64,0.001,0.002866337774321437,0.003635137341916561,0.0032384481746703386,,,,,,,,0.0032466410969694457,0.03789572914441427,128.44
cnn,10,5,64,0.0005,0.002785938559100032,0.004763995762914419,0.003646786557510495,,,,,,,,0.003732240293174982,0.04006834328174591,141.48
cnn,10,5,128,0.01,0.004288706462830305,0.004299309104681015,0.004465084057301283,,,,,,,,0.004351033208270867,0.04589502140879631,143.09
cnn,10,5,128,0.005,0.003220729995518923,0.003413482801988721,0.003433999139815569,,,,,,,,0.003356070645774404,0.03892078995704651,143.07
cnn,10,5,128,0.001,0.002705029910430312,0.003525460371747613,0.0031146667897701263,,,,,,,,0.003115052357316017,0.036632370203733444,139.44
cnn,10,6,16,0.01,0.0036099704448133707,0.004608032759279013,0.0037629869766533375,,,,,,,,0.003993663393581907,0.04263024777173996,120.04
cnn,10,5,128,0.0005,0.0023330000694841146,0.0036401881370693445,0.0035323866177350283,,,,,,,,0.003168524941429496,0.03668113425374031,137.54
cnn,10,6,16,0.005,0.003292183857411146,0.004074573516845703,0.003748225048184395,,,,,,,,0.003704994140813748,0.040430533389250435,123.74
cnn,10,6,16,0.001,0.003579799784347415,0.004345244728028774,0.003842775709927082,,,,,,,,0.003922606740767757,0.04112152879436811,101.79
cnn,10,6,32,0.01,0.002871324308216572,0.004934387281537056,0.0038728504441678524,,,,,,,,0.00389285401130716,0.04325543095668157,86.8
cnn,10,6,16,0.0005,0.003840647405013442,0.005346257705241442,0.003843494690954685,,,,,,,,0.00434346660040319,0.04377813761432966,104.57
cnn,10,6,32,0.005,0.0027291912119835615,0.003691843943670392,0.003525826148688793,,,,,,,,0.0033156204347809157,0.03877182677388191,106.19
cnn,10,6,32,0.001,0.003058456117287278,0.0041541438549757,0.0037530148401856422,,,,,,,,0.0036552049374828735,0.040445333967606224,109.11
cnn,10,6,64,0.01,0.004630083218216896,0.003872389905154705,0.0039726668037474155,,,,,,,,0.004158379975706339,0.045275770127773285,103.67
cnn,10,6,32,0.0005,0.002900169463828206,0.0046144770458340645,0.003839087439700961,,,,,,,,0.003784577983121077,0.040392098327477775,115.18
cnn,10,6,64,0.005,0.002964423270896077,0.003685249947011471,0.0033650442492216825,,,,,,,,0.0033382391557097435,0.03917952502767245,113.25
cnn,10,6,64,0.001,0.0027107938658446074,0.003410967765375972,0.0035579046234488487,,,,,,,,0.0032265554182231426,0.03725679342945417,145.83
cnn,10,6,128,0.01,0.004096505232155323,0.004734020680189133,0.004141657613217831,,,,,,,,0.0043240611751874285,0.04608826090892156,133.7
cnn,10,6,64,0.0005,0.0024372145999222994,0.0037192730233073235,0.0035687300842255354,,,,,,,,0.003241739235818386,0.03757258504629135,189.29
cnn,10,6,128,0.005,0.003016875823959708,0.003921473398804665,0.003770437091588974,,,,,,,,0.003569595438117782,0.039762685696283974,168.01
cnn,10,6,128,0.001,0.0026483298279345036,0.003492687363177538,0.0030215352308005095,,,,,,,,0.003054184140637517,0.036216692378123604,167.12
cnn,10,8,16,0.01,0.0033540907315909863,0.004846817348152399,0.00406788382679224,,,,,,,,0.004089597302178542,0.04295658692717552,143.71
cnn,10,6,128,0.0005,0.0026452813763171434,0.003555700182914734,0.003484433749690652,,,,,,,,0.003228471769640843,0.037162650376558304,191.84
cnn,10,8,16,0.005,0.0033233738504350185,0.0036453090142458677,0.003959430381655693,,,,,,,,0.0036427044154455266,0.04071081926425298,148.96
cnn,10,8,16,0.001,0.003168490482494235,0.004641183186322451,0.0039565046317875385,,,,,,,,0.003922059433534741,0.042138865838448204,132.57
cnn,10,8,16,0.0005,0.0038075363263487816,0.004914219956845045,0.003664627904072404,,,,,,,,0.004128794729088743,0.04382940257589022,108.67
cnn,10,8,32,0.01,0.0035089601296931505,0.004902167711406946,0.004118575714528561,,,,,,,,0.004176567851876219,0.04361985623836517,109.54
cnn,10,8,32,0.005,0.0034968266263604164,0.004189494531601667,0.0035155450459569693,,,,,,,,0.003733955401306351,0.040721893310546875,128.38
cnn,10,8,32,0.001,0.002726932754740119,0.004122977145016193,0.0037312812637537718,,,,,,,,0.003527063721170028,0.039386490980784096,132.75
cnn,10,8,32,0.0005,0.0032174712978303432,0.004149792715907097,0.0037293746136128902,,,,,,,,0.00369887954245011,0.04029780626296997,148.91
cnn,10,8,64,0.01,0.004365003202110529,0.004279947839677334,0.0041305082850158215,,,,,,,,0.004258486442267895,0.044899675995111465,152.44
cnn,10,8,64,0.005,0.0030234605073928833,0.003458328079432249,0.0047007231041789055,,,,,,,,0.003727503897001346,0.041196808218955994,137.06
cnn,10,8,64,0.001,0.002823225688189268,0.003454785794019699,0.003574877977371216,,,,,,,,0.0032842964865267277,0.03747787947456042,193.52
cnn,10,8,128,0.01,0.003597077913582325,0.004792619496583939,0.005317003466188908,,,,,,,,0.00456890029211839,0.04832479109366735,173.11
cnn,10,8,64,0.0005,0.002640804508700967,0.0037470024544745684,0.0036252548452466726,,,,,,,,0.003337687269474069,0.03834380954504013,186.57
cnn,10,8,128,0.005,0.002967480570077896,0.003526588436216116,0.0039469278417527676,,,,,,,,0.00348033228268226,0.04011969889203707,225.5
cnn,10,8,128,0.001,0.002655590418726206,0.0037030125968158245,0.00366310216486454,,,,,,,,0.003340568393468857,0.03754817321896553,207.18
cnn,10,10,16,0.01,0.003330225357785821,0.004517680499702692,0.0045474073849618435,,,,,,,,0.004131771080816786,0.04404231905937195,203.52
cnn,10,8,128,0.0005,0.0024366278667002916,0.004221773240715265,0.0032252774108201265,,,,,,,,0.0032945595060785613,0.03755847613016764,208.35
cnn,10,10,16,0.005,0.0032416055910289288,0.0041210646741092205,0.004478763788938522,,,,,,,,0.003947144684692224,0.04243161032597224,178.29
cnn,10,10,16,0.001,0.003413453698158264,0.003958251792937517,0.004798975773155689,,,,,,,,0.00405689375475049,0.04211093609531721,129.24
cnn,10,10,32,0.01,0.003569265129044652,0.004549618810415268,0.004400311969220638,,,,,,,,0.004173065302893519,0.04508015513420105,142.08
cnn,10,10,16,0.0005,0.0035686828196048737,0.005112008191645145,0.004586684983223677,,,,,,,,0.004422458664824565,0.044832432021697365,149.0
cnn,10,10,32,0.005,0.002661961829289794,0.0036726966500282288,0.003950524143874645,,,,,,,,0.0034283942077308893,0.038826183726390205,139.43
cnn,10,10,32,0.001,0.003247189102694392,0.004092705436050892,0.003374391933903098,,,,,,,,0.0035714288242161274,0.03962867334485054,151.18
cnn,10,10,64,0.01,0.003533865325152874,0.004966021981090307,0.00441150926053524,,,,,,,,0.004303798855592807,0.04612264161308607,153.06
cnn,10,10,32,0.0005,0.0034102913923561573,0.004173051565885544,0.0037676580250263214,,,,,,,,0.003783666994422674,0.040897052735090256,173.17
cnn,10,10,64,0.005,0.002918067155405879,0.004028064198791981,0.003512538969516754,,,,,,,,0.0034862234412382045,0.039592316995064415,172.9
cnn,10,10,64,0.001,0.0026907322462648153,0.004112916067242622,0.0036090018693357706,,,,,,,,0.0034708833942810693,0.03863322486480077,251.57
cnn,10,10,64,0.0005,0.0031398849096149206,0.004050131421536207,0.0033059718552976847,,,,,,,,0.003498662728816271,0.03873956575989723,243.16
cnn,10,10,128,0.01,0.0041411155834794044,0.005455392878502607,0.003913827706128359,,,,,,,,0.004503445389370124,0.047758035361766815,243.91
cnn,10,10,128,0.005,0.0028893062844872475,0.0034716434311121702,0.004082678351551294,,,,,,,,0.003481209355716904,0.040506203969319664,282.43
cnn,10,10,128,0.001,0.002815492218360305,0.0034006270579993725,0.0035560426767915487,,,,,,,,0.0032573873177170753,0.037428490817546844,282.55
cnn,10,10,128,0.0005,0.002722387667745352,0.0033024856820702553,0.0030921529978513718,,,,,,,,0.0030390087825556598,0.036227344224850334,254.67
cnn,10,12,16,0.01,0.003359108930453658,0.004130292683839798,0.0036889775656163692,,,,,,,,0.003726126393303275,0.04235409324367841,241.52
cnn,10,12,16,0.005,0.002989466767758131,0.0050578974187374115,0.003727839794009924,,,,,,,,0.0039250679935018224,0.041827755669752754,205.05
cnn,10,12,16,0.001,0.003535468364134431,0.004078717902302742,0.003890854073688388,,,,,,,,0.0038350134467085204,0.0412335271636645,145.78
cnn,10,12,16,0.0005,0.003633648855611682,0.004677192773669958,0.004510866012424231,,,,,,,,0.0042739025472352905,0.04397073884805044,158.91
cnn,10,12,32,0.01,0.003512627212330699,0.006412130780518055,0.004201229196041822,,,,,,,,0.004708662396296859,0.046927690505981445,173.48
cnn,10,12,32,0.005,0.0030123181641101837,0.004187507089227438,0.003550360444933176,,,,,,,,0.0035833952327569327,0.040479144702355065,152.39
cnn,10,12,32,0.001,0.003447591792792082,0.0035391259007155895,0.003758055390790105,,,,,,,,0.003581591028099259,0.040047368655602135,182.22
cnn,10,12,64,0.01,0.004707065876573324,0.005588557571172714,0.005017805378884077,,,,,,,,0.005104476275543372,0.050788609931866326,158.21
cnn,10,12,32,0.0005,0.0032831679563969374,0.004176761489361525,0.004240245558321476,,,,,,,,0.0039000583346933126,0.04206929728388786,207.8
cnn,10,12,64,0.005,0.003134604310616851,0.0037405111361294985,0.004529785830527544,,,,,,,,0.0038016337590912976,0.04165022323528925,208.32
cnn,10,12,64,0.001,0.0025571573060005903,0.003950940445065498,0.004283573478460312,,,,,,,,0.003597223743175467,0.0383628656466802,251.55
cnn,10,12,64,0.0005,0.0025798240676522255,0.003934319596737623,0.0034772641956806183,,,,,,,,0.0033304692866901555,0.038143148024876915,281.7
cnn,10,12,128,0.01,0.00672517716884613,0.005082601215690374,0.005259316880255938,,,,,,,,0.005689031754930814,0.054927618553241096,294.24
cnn,10,12,128,0.005,0.00328571954742074,0.00457971915602684,0.0038727743085473776,,,,,,,,0.003912737670664986,0.042337339371442795,332.31
cnn,15,5,16,0.01,0.0032427292317152023,0.0038975817151367664,0.004065449349582195,,,,,,,,0.0037352534321447215,0.04165393238266309,156.78
cnn,15,5,16,0.005,0.0034004838671535254,0.004546979442238808,0.004586529918015003,,,,,,,,0.004177997742469112,0.043378633757432304,151.84
cnn,10,12,128,0.001,0.0028767369221895933,0.003985802177339792,0.0036991427186876535,,,,,,,,0.0035205606060723462,0.039040875931580864,321.86
cnn,10,12,128,0.0005,0.002763683209195733,0.003561287885531783,0.003717091167345643,,,,,,,,0.00334735408735772,0.03776684900124868,296.03
cnn,15,5,16,0.001,0.0033690021373331547,0.004711323417723179,0.004881113301962614,,,,,,,,0.004320479619006316,0.04329374680916468,119.51
cnn,15,5,16,0.0005,0.0035977629013359547,0.00550143513828516,0.003986725118011236,,,,,,,,0.00436197438587745,0.0438003937403361,95.63
cnn,15,5,32,0.01,0.0033959834836423397,0.005309096537530422,0.00346612767316401,,,,,,,,0.004057069231445591,0.04299421856800715,88.96
cnn,15,5,32,0.005,0.0032925913110375404,0.0035865544341504574,0.0036334169562906027,,,,,,,,0.0035041875671595335,0.039665330201387405,96.86
cnn,15,5,32,0.001,0.0031373603269457817,0.004204875789582729,0.004034880548715591,,,,,,,,0.003792372221748034,0.04097558557987213,126.47
cnn,15,5,64,0.01,0.0034726043231785297,0.004559163469821215,0.003609157633036375,,,,,,,,0.003880308475345373,0.04214378694693247,93.71
cnn,15,5,32,0.0005,0.0032363098580390215,0.004698498640209436,0.004252403974533081,,,,,,,,0.004062404157593846,0.04204026609659195,107.28
cnn,15,5,64,0.005,0.0026423162780702114,0.003911352250725031,0.003390652360394597,,,,,,,,0.0033147736297299466,0.038512720415989556,106.58
cnn,15,5,64,0.001,0.0026490408927202225,0.003963551018387079,0.003371410770341754,,,,,,,,0.003328000893816352,0.03750062237183253,132.64
cnn,15,5,64,0.0005,0.002981405472382903,0.0036812513135373592,0.003357724752277136,,,,,,,,0.0033401271793991327,0.038548593719800316,143.88
cnn,15,5,128,0.01,0.0035485196858644485,0.005001940298825502,0.00394006073474884,,,,,,,,0.004163506906479597,0.044895876199007034,174.44
cnn,15,5,128,0.005,0.003013222711160779,0.0035782509949058294,0.0034189503639936447,,,,,,,,0.003336808023353418,0.03894451633095741,193.56
cnn,15,5,128,0.001,0.0028233714401721954,0.003280043601989746,0.0035596410743892193,,,,,,,,0.0032210187055170536,0.03693330039580663,154.9
cnn,15,5,128,0.0005,0.002607832197099924,0.003786026034504175,0.0032623454462736845,,,,,,,,0.0032187345592925944,0.037148463229338326,167.5
cnn,15,6,16,0.01,0.0032288278453052044,0.006704369094222784,0.003922902047634125,,,,,,,,0.004618699662387371,0.04449879129727682,119.94
cnn,15,6,16,0.005,0.003061464987695217,0.004360554274171591,0.004075724631547928,,,,,,,,0.003832581297804912,0.041423908124367394,112.79
cnn,15,6,16,0.001,0.003422710346058011,0.006090526469051838,0.004576968960464001,,,,,,,,0.004696735258524616,0.04546652237574259,115.52
cnn,15,6,32,0.01,0.003306324826553464,0.003989525604993105,0.004036075435578823,,,,,,,,0.0037773086223751307,0.04191756000121435,89.25
cnn,15,6,16,0.0005,0.003971457947045565,0.004668711684644222,0.003955851309001446,,,,,,,,0.0041986736468970776,0.04343486080567042,96.96
cnn,15,6,32,0.005,0.003205433953553438,0.003978386987000704,0.00417265435680747,,,,,,,,0.0037854917657872043,0.039660909523566566,121.51
cnn,15,6,32,0.001,0.002955741249024868,0.004205077886581421,0.00400600116699934,,,,,,,,0.003722273434201876,0.04019796227415403,113.37
cnn,15,6,64,0.01,0.003230450674891472,0.004702112637460232,0.004968681838363409,,,,,,,,0.004300415050238371,0.04389613990982374,104.99
cnn,15,6,32,0.0005,0.003202339867129922,0.004969472531229258,0.003786215791478753,,,,,,,,0.003986009396612644,0.04159345726172129,111.16
cnn,15,6,64,0.005,0.0028137287590652704,0.003818470984697342,0.004004818852990866,,,,,,,,0.0035456728655844927,0.04009896392623583,134.35
cnn,15,6,64,0.001,0.0029055681079626083,0.0037848406936973333,0.004364128690212965,,,,,,,,0.0036848458306243024,0.038877914349238075,152.2
cnn,15,6,128,0.01,0.003842041827738285,0.012283621355891228,0.004754138644784689,,,,,,,,0.006959933942804734,0.0592998539408048,153.38
cnn,15,6,64,0.0005,0.002603942761197686,0.004187269601970911,0.003781719598919153,,,,,,,,0.00352431065402925,0.039217701802651085,188.07
cnn,15,6,128,0.005,0.0032774806022644043,0.004267197567969561,0.004029476083815098,,,,,,,,0.003858051418016354,0.04065951704978943,177.53
cnn,15,6,128,0.001,0.0026481326203793287,0.0041043721139431,0.004028515890240669,,,,,,,,0.003593673541521033,0.03839492425322533,186.53
cnn,15,8,16,0.01,0.003534449962899089,0.004726508166640997,0.0038879166822880507,,,,,,,,0.004049624937276046,0.04340909545620283,160.91
cnn,15,6,128,0.0005,0.0026021916419267654,0.0033383581321686506,0.003358634887263179,,,,,,,,0.003099728220452865,0.036451550821463265,198.62
cnn,15,8,16,0.005,0.0032839891500771046,0.004818835761398077,0.0038590580224990845,,,,,,,,0.003987294311324756,0.042396691938241325,141.0
cnn,15,8,16,0.001,0.0038415631279349327,0.004169642459601164,0.005179142579436302,,,,,,,,0.004396782722324133,0.04386153693000475,131.81
cnn,15,8,16,0.0005,0.0038688413333147764,0.0047179413959383965,0.004320409614592791,,,,,,,,0.004302397447948654,0.04404535765449206,123.98
cnn,15,8,32,0.01,0.004061153158545494,0.0041778841987252235,0.004623095504939556,,,,,,,,0.004287377620736758,0.04441198209921519,120.08
cnn,15,8,32,0.005,0.0031886128708720207,0.0035345035139471292,0.004162060096859932,,,,,,,,0.003628392160559694,0.04047449926535288,131.68
cnn,15,8,32,0.001,0.0032139404211193323,0.004355959594249725,0.0037975020240992308,,,,,,,,0.003789134013156096,0.04086445023616155,148.43
cnn,15,8,32,0.0005,0.0037825119215995073,0.004804893862456083,0.004078085534274578,,,,,,,,0.00422183043944339,0.04252750426530838,147.67
cnn,15,8,64,0.01,0.0037463621702045202,0.004406052641570568,0.005721638444811106,,,,,,,,0.004624684418862064,0.04675458619991938,150.92
cnn,15,8,64,0.005,0.0035498877987265587,0.004088494926691055,0.004093043506145477,,,,,,,,0.00391047541052103,0.041667682429154716,176.95
cnn,15,8,64,0.001,0.0027099009603261948,0.0048487200401723385,0.003203562693670392,,,,,,,,0.0035873945647229752,0.037927210330963135,203.5
cnn,15,8,64,0.0005,0.002614465542137623,0.004131789784878492,0.0035593004431575537,,,,,,,,0.0034351852567245564,0.03884240115682284,206.41
cnn,15,8,128,0.01,0.0041531724855303764,0.006679245736449957,0.005303598009049892,,,,,,,,0.0053786720770100755,0.05274763951698939,196.02
cnn,15,8,128,0.005,0.0028170335572212934,0.0042649684473872185,0.0037328784819692373,,,,,,,,0.003604960162192583,0.04031821091969808,268.24
cnn,15,8,128,0.001,0.002616181271150708,0.0035459534265100956,0.0034824125468730927,,,,,,,,0.0032148490815112987,0.03711073100566864,227.63
cnn,15,10,16,0.01,0.0031791538931429386,0.004497986286878586,0.005213533062487841,,,,,,,,0.004296891080836455,0.045362224181493126,213.34
cnn,15,8,128,0.0005,0.0027391009498387575,0.0039042525459080935,0.0033110110089182854,,,,,,,,0.0033181215015550456,0.037632424384355545,237.66
cnn,15,10,16,0.005,0.00388246588408947,0.005229203961789608,0.0036799206864088774,,,,,,,,0.0042638635107626515,0.04367592309912046,154.75
cnn,15,10,16,0.001,0.0035234419628977776,0.00528987729921937,0.003856309223920107,,,,,,,,0.004223209495345752,0.04314091056585312,142.65
cnn,15,10,16,0.0005,0.003408449701964855,0.004488115664571524,0.004397111013531685,,,,,,,,0.004097892126689355,0.043276991695165634,138.3
cnn,15,10,32,0.01,0.0032742328476160765,0.005306761711835861,0.0046873390674591064,,,,,,,,0.004422777875637014,0.04524040470520655,134.7
cnn,15,10,32,0.005,0.002943081548437476,0.004303912166506052,0.00430138036608696,,,,,,,,0.003849458027010163,0.04085658863186836,161.18
cnn,15,10,32,0.001,0.0030530933290719986,0.004088001325726509,0.0036241719499230385,,,,,,,,0.0035884222015738487,0.03946457306543986,163.16
cnn,15,10,64,0.01,0.0036042805295437574,0.006179461255669594,0.005017419345676899,,,,,,,,0.004933720376963417,0.047870020071665444,151.01
cnn,15,10,32,0.0005,0.0034915264695882797,0.005584224592894316,0.003923641052097082,,,,,,,,0.004333130704859893,0.04272185266017914,206.72
cnn,15,10,64,0.005,0.0033141712192445993,0.004456022288650274,0.004013294819742441,,,,,,,,0.003927829442545772,0.04118103409806887,212.7
cnn,15,10,64,0.001,0.0026782939676195383,0.003324349643662572,0.0035637239925563335,,,,,,,,0.0031887892012794814,0.03739421317974726,209.4
cnn,15,10,64,0.0005,0.0032793802674859762,0.0038949104491621256,0.0038635528180748224,,,,,,,,0.003679281178240975,0.03925237928827604,223.17
cnn,15,10,128,0.01,0.006284466944634914,0.005529525224119425,0.004839752800762653,,,,,,,,0.005551248323172331,0.053831501553455986,252.17
cnn,15,10,128,0.005,0.0029705397319048643,0.004072262439876795,0.004169930703938007,,,,,,,,0.0037375776252398887,0.04091274489959081,344.72
cnn,15,10,128,0.001,0.002842653775587678,0.0037365134339779615,0.0034800672437995672,,,,,,,,0.0033530781511217356,0.03815272574623426,321.35
cnn,15,10,128,0.0005,0.0026604370214045048,0.0036059182602912188,0.003436448983848095,,,,,,,,0.003234268088514606,0.036953169852495193,321.75
cnn,15,12,16,0.01,0.004119209945201874,0.004961024504154921,0.004353228956460953,,,,,,,,0.004477821135272582,0.04583399494489034,250.79
cnn,15,12,16,0.005,0.002947924891486764,0.004492233041673899,0.0045221769250929356,,,,,,,,0.0039874449527512,0.04375028734405836,153.26
cnn,15,12,16,0.001,0.003191612660884857,0.004633192904293537,0.004275060258805752,,,,,,,,0.004033288607994716,0.04231306537985802,155.68
cnn,15,12,16,0.0005,0.0034417309798300266,0.0044456347823143005,0.004291332792490721,,,,,,,,0.004059566184878349,0.04205987975001335,144.3
cnn,15,12,32,0.01,0.004132992122322321,0.004317642655223608,0.004343533422797918,,,,,,,,0.004264722733447949,0.04644365360339483,178.03
