Architecture,Window,Layers,Units,LearningRate,Fold1_MSE,Fold2_MSE,Fold3_MSE,Fold4_MSE,Fold5_MSE,Fold6_MSE,Fold7_MSE,Fold8_MSE,Fold9_MSE,Fold10_MSE,Avg_MSE,Avg_MAE,Train_Time_sec
dense,10,12,128,0.005,0.0039080907590687275,0.004694472998380661,0.004532224033027887,,,,,,,,0.004378262596825759,0.04506099224090576,64.17
dense,10,12,128,0.001,0.0031251898035407066,0.004478076938539743,0.004111760295927525,,,,,,,,0.003905009012669325,0.04196028287212054,84.29
dense,10,12,128,0.0005,0.0035788663662970066,0.004715545102953911,0.004833804909139872,,,,,,,,0.004376072126130263,0.04389557366569837,94.53
dense,10,12,256,0.01,0.0038754434790462255,0.005150835495442152,0.004577312618494034,,,,,,,,0.004534530530994137,0.04870753983656565,168.36
dense,10,12,256,0.005,0.0035115790087729692,0.004503337200731039,0.004032236058264971,,,,,,,,0.00401571742258966,0.04279753069082896,145.84
dense,10,12,256,0.001,0.0030734066385775805,0.004970700014382601,0.0036876832600682974,,,,,,,,0.00391059663767616,0.04169368619720141,132.79
dense,10,12,256,0.0005,0.0031507164239883423,0.0049486770294606686,0.004699692130088806,,,,,,,,0.004266361861179273,0.04379593332608541,133.64
dense,15,5,16,0.01,0.005204750690609217,0.0061423820443451405,0.004261279013007879,,,,,,,,0.005202803915987412,0.05084535231192907,57.07
dense,15,5,16,0.005,0.0037192958407104015,0.005677978508174419,0.005009667947888374,,,,,,,,0.004802314098924398,0.047504269828399025,57.78
dense,15,5,16,0.001,0.0035837474279105663,0.005520572420209646,0.004738597199320793,,,,,,,,0.004614305682480335,0.04696101943651835,47.89
dense,15,5,16,0.0005,0.0047523523680865765,0.009020592086017132,0.00588559452444315,,,,,,,,0.006552846326182286,0.055658645927906036,39.1
dense,15,5,32,0.01,0.0033531375229358673,0.0055056847631931305,0.004147868603467941,,,,,,,,0.004335563629865646,0.046005489925543465,42.02
dense,15,5,32,0.005,0.0037774313241243362,0.004833287559449673,0.0038234132807701826,,,,,,,,0.004144710721448064,0.04348613445957502,42.59
dense,15,5,32,0.001,0.0035265947226434946,0.0058271316811442375,0.004711841698735952,,,,,,,,0.0046885227008412285,0.04600848505894343,43.1
dense,15,5,32,0.0005,0.004216837231069803,0.005781566724181175,0.004678971599787474,,,,,,,,0.00489245851834615,0.04835956171154976,44.57
dense,15,5,64,0.01,0.003755302634090185,0.004139024764299393,0.004318572580814362,,,,,,,,0.004070966659734647,0.04414865126212438,42.27
dense,15,5,64,0.005,0.003317169612273574,0.004262622911483049,0.0038216374814510345,,,,,,,,0.0038004766684025526,0.041578106582164764,45.45
dense,15,5,64,0.001,0.003049579681828618,0.005403808783739805,0.004598082974553108,,,,,,,,0.00435049048004051,0.04391679416100184,45.04
dense,15,5,64,0.0005,0.004215841647237539,0.007947280071675777,0.004871934186667204,,,,,,,,0.00567835196852684,0.049550022929906845,48.56
dense,15,5,128,0.01,0.003711139317601919,0.003802715567871928,0.004432216752320528,,,,,,,,0.0039820238792647915,0.04323655615250269,49.19
dense,15,5,128,0.005,0.003092218888923526,0.004453376866877079,0.0032629782799631357,,,,,,,,0.003602858011921247,0.0401056744158268,56.99
dense,15,5,128,0.001,0.0037853613030165434,0.005305133294314146,0.003778833197429776,,,,,,,,0.004289775931586822,0.04318866009513537,60.02
dense,15,5,128,0.0005,0.004968289751559496,0.006868371274322271,0.004521573893725872,,,,,,,,0.005452744973202546,0.05001510431369146,73.34
dense,15,5,256,0.01,0.0030683730728924274,0.004798495676368475,0.004597592167556286,,,,,,,,0.004154820305605729,0.043789604057868324,99.09
dense,15,5,256,0.005,0.0031248400919139385,0.004483045544475317,0.0041645243763923645,,,,,,,,0.003924136670927207,0.04179841404159864,91.96
dense,15,5,256,0.001,0.004473900888115168,0.006878952961415052,0.004149301443248987,,,,,,,,0.005167385097593069,0.04762431855003039,77.67
dense,15,5,256,0.0005,0.004797948058694601,0.006316061597317457,0.0044621750712394714,,,,,,,,0.00519206157575051,0.048108922938505806,85.2
dense,15,6,16,0.01,0.004763880744576454,0.012299287132918835,0.004389002453535795,,,,,,,,0.007150723443677028,0.0606138122578462,44.17
dense,15,6,16,0.005,0.0035639607813209295,0.006834321655333042,0.004558066837489605,,,,,,,,0.004985449758047859,0.04772081598639488,50.52
dense,15,6,16,0.001,0.004607059061527252,0.005811659619212151,0.004504568409174681,,,,,,,,0.004974429029971361,0.04975786805152893,47.43
dense,15,6,16,0.0005,0.0049054683186113834,0.008597723208367825,0.004918715450912714,,,,,,,,0.006140635659297307,0.05262234807014465,50.68
dense,15,6,32,0.01,0.0033697111066430807,0.005043778568506241,0.004615909419953823,,,,,,,,0.004343133031701048,0.04564754540721575,43.28
dense,15,6,32,0.005,0.0039004033897072077,0.005311202723532915,0.004488898906856775,,,,,,,,0.004566835006698966,0.04601597413420677,44.69
dense,15,6,32,0.001,0.0037735654041171074,0.0050382912158966064,0.004689422436058521,,,,,,,,0.004500426352024078,0.04600232342878977,45.33
dense,15,6,32,0.0005,0.00438894284889102,0.006645542103797197,0.005178192630410194,,,,,,,,0.0054042258610328036,0.049345153073469795,44.44
dense,15,6,64,0.01,0.0032590990886092186,0.012544033117592335,0.004252427723258734,,,,,,,,0.006685186643153429,0.05763893326123556,41.48
dense,15,6,64,0.005,0.003540328238159418,0.005403176881372929,0.004063696600496769,,,,,,,,0.004335733906676372,0.04369363561272621,44.07
dense,15,6,64,0.001,0.0029985157307237387,0.005803509149700403,0.004299312364310026,,,,,,,,0.004367112414911389,0.04383868848284086,51.29
dense,15,6,64,0.0005,0.004691308829933405,0.00602710573002696,0.004388272296637297,,,,,,,,0.005035562285532554,0.04744726171096166,49.55
dense,15,6,128,0.01,0.003699168562889099,0.0043067908845841885,0.004127949941903353,,,,,,,,0.0040446364631255465,0.04306215172012647,50.35
dense,15,6,128,0.005,0.0034418676514178514,0.004364234860986471,0.004365631844848394,,,,,,,,0.004057244785750906,0.042352875073750816,53.9
dense,15,6,128,0.001,0.002989952452480793,0.005079672671854496,0.0037481451872736216,,,,,,,,0.0039392567705363035,0.04200482492645582,62.64
dense,15,6,128,0.0005,0.003952485974878073,0.007199625950306654,0.005125802010297775,,,,,,,,0.0054259713118275,0.04865275571743647,79.4
dense,15,6,256,0.01,0.003631844650954008,0.005550555419176817,0.0043405890464782715,,,,,,,,0.0045076630388696986,0.04570469384392103,99.79
dense,15,6,256,0.005,0.0030416795052587986,0.005370869301259518,0.004080926533788443,,,,,,,,0.004164491780102253,0.04296864445010821,101.24
dense,15,6,256,0.001,0.003513818373903632,0.00509221525862813,0.003988602198660374,,,,,,,,0.004198211943730712,0.043318421890338264,95.73
dense,15,6,256,0.0005,0.0039655002765357494,0.005212151445448399,0.004471714608371258,,,,,,,,0.004549788776785135,0.045291196554899216,84.75
dense,15,8,16,0.01,0.003605519188567996,0.0046025109477341175,0.004357349127531052,,,,,,,,0.004188459754611055,0.04516307016213735,62.08
dense,15,8,16,0.005,0.003856027964502573,0.006075854878872633,0.00477883405983448,,,,,,,,0.004903572301069896,0.048548370599746704,60.35
dense,15,8,16,0.001,0.003909156192094088,0.006202841643244028,0.00476963771507144,,,,,,,,0.0049605451834698515,0.04713501532872518,53.08
dense,15,8,16,0.0005,0.004154007416218519,0.006266724783927202,0.005867845378816128,,,,,,,,0.00542952585965395,0.05176449318726858,45.97
dense,15,8,32,0.01,0.0039191157557070255,0.005838244687765837,0.0037669558078050613,,,,,,,,0.004508105417092641,0.045554189632336296,47.28
dense,15,8,32,0.005,0.00397387333214283,0.00479806587100029,0.004384077154099941,,,,,,,,0.004385338785747687,0.04476398229598999,50.63
dense,15,8,32,0.001,0.003576963907107711,0.005511334165930748,0.0039496468380093575,,,,,,,,0.004345981637015939,0.04429554070035616,46.5
dense,15,8,32,0.0005,0.003746474627405405,0.005861437413841486,0.00579622108489275,,,,,,,,0.005134711042046547,0.04936244711279869,48.22
dense,15,8,64,0.01,0.003698683110997081,0.004724613856524229,0.00490464037284255,,,,,,,,0.004442645780121286,0.045465985933939614,50.94
dense,15,8,64,0.005,0.0034831298980861902,0.004548585042357445,0.004095971584320068,,,,,,,,0.004042562174921234,0.04242074986298879,49.23
dense,15,8,64,0.001,0.0038289723452180624,0.004918171092867851,0.004544162657111883,,,,,,,,0.004430435365065932,0.04478519161542257,50.66
dense,15,8,64,0.0005,0.0045945849269628525,0.006434624549001455,0.004551667254418135,,,,,,,,0.0051936255767941475,0.04876109833518664,56.1
dense,15,8,128,0.01,0.003489111317321658,0.004431646782904863,0.004706623964011669,,,,,,,,0.004209127354746063,0.044468638797601066,65.21
dense,15,8,128,0.005,0.0036969822831451893,0.0042698015458881855,0.0040737600065767765,,,,,,,,0.00401351461187005,0.04195688913265864,58.88
dense,15,8,128,0.001,0.0030114774126559496,0.004450460895895958,0.003449121257290244,,,,,,,,0.0036370198552807174,0.04054226105411848,67.94
dense,15,8,128,0.0005,0.0034155347384512424,0.006066249217838049,0.0052252220921218395,,,,,,,,0.004902335349470377,0.04618542020519575,91.42
dense,15,8,256,0.01,0.004803582094609737,0.005716252606362104,0.004806610755622387,,,,,,,,0.005108815152198076,0.04881881798307101,113.38
dense,15,8,256,0.005,0.0030680885538458824,0.0050887176766991615,0.0045029339380562305,,,,,,,,0.004219913389533758,0.04308381676673889,105.86
dense,15,8,256,0.001,0.003185878274962306,0.00527165737003088,0.0038721298333257437,,,,,,,,0.004109888492772977,0.04238068560759226,119.44
dense,15,8,256,0.0005,0.004249043762683868,0.005898944102227688,0.004616466350853443,,,,,,,,0.004921484738588333,0.046593147019545235,98.96
dense,15,10,16,0.01,0.003444891655817628,0.004774914588779211,0.004642032086849213,,,,,,,,0.0042872794438153505,0.04658061514298121,67.41
dense,15,10,16,0.005,0.005127662792801857,0.0054735420271754265,0.004852624144405127,,,,,,,,0.005151276321460803,0.05027823025981585,73.51
dense,15,10,16,0.001,0.003561001503840089,0.005330515559762716,0.004393900744616985,,,,,,,,0.00442847260273993,0.04629369080066681,59.76
dense,15,10,16,0.0005,0.004518512170761824,0.00639081047847867,0.005295576527714729,,,,,,,,0.005401633058985074,0.05123152087132136,48.4
dense,15,10,32,0.01,0.003879762254655361,0.004973422270268202,0.004682726692408323,,,,,,,,0.004511970405777295,0.04721142972509066,49.94
dense,15,10,32,0.005,0.0035766148939728737,0.004175248090177774,0.00445153471082449,,,,,,,,0.0040677992316583795,0.043584149330854416,52.8
dense,15,10,32,0.001,0.0036439753603190184,0.00622981833294034,0.004310695454478264,,,,,,,,0.004728163049245874,0.046447147925694786,49.37
dense,15,10,32,0.0005,0.004643572028726339,0.00901270005851984,0.00545284990221262,,,,,,,,0.0063697073298196,0.053373150527477264,50.52
dense,15,10,64,0.01,0.003379995236173272,0.004648369736969471,0.004742014687508345,,,,,,,,0.0042567932202170295,0.045444950461387634,49.69
dense,15,10,64,0.005,0.0029474515467882156,0.004887233022600412,0.004528189077973366,,,,,,,,0.004120957882453998,0.04206279541055361,50.94
dense,15,10,64,0.001,0.005201634485274553,0.004567332100123167,0.003848650958389044,,,,,,,,0.004539205847928922,0.04467585558692614,58.61
dense,15,10,64,0.0005,0.004177956376224756,0.006465034559369087,0.00420880364254117,,,,,,,,0.004950598192711671,0.04736150180300077,62.63
dense,15,10,128,0.01,0.003521785605698824,0.0050045400857925415,0.004391383845359087,,,,,,,,0.0043059031789501505,0.04485756407181422,65.36
dense,15,10,128,0.005,0.0032963326666504145,0.004871635232120752,0.004021733533591032,,,,,,,,0.004063233810787399,0.04240845888853073,69.52
dense,15,10,128,0.001,0.0030575417913496494,0.005497875157743692,0.003658484434708953,,,,,,,,0.004071300461267431,0.04261268178621928,81.15
dense,15,10,128,0.0005,0.003500400809571147,0.005434612277895212,0.004050577525049448,,,,,,,,0.004328530204171936,0.04434952760736147,105.6
dense,15,10,256,0.01,0.005315736867487431,0.004884210880845785,0.005078578367829323,,,,,,,,0.005092842038720846,0.051197061936060585,114.82
dense,15,10,256,0.005,0.003280488308519125,0.004445299040526152,0.0034300617408007383,,,,,,,,0.003718616363282005,0.04156839350859324,129.28
dense,15,10,256,0.001,0.002939417026937008,0.0041177356615662575,0.0038762742187827826,,,,,,,,0.003644475635762016,0.03929941107829412,126.14
dense,15,10,256,0.0005,0.003981870599091053,0.0048095667734742165,0.004248330835253,,,,,,,,0.00434658940260609,0.04360399767756462,116.99
dense,15,12,16,0.01,0.004842129070311785,0.004491571802645922,0.0044696093536913395,,,,,,,,0.004601103408883016,0.048028464118639626,82.81
dense,15,12,16,0.005,0.0039635817520320415,0.004753641784191132,0.004247593693435192,,,,,,,,0.004321605743219455,0.04566332076986631,73.28
dense,15,12,16,0.001,0.004016420803964138,0.0052969916723668575,0.005460269283503294,,,,,,,,0.00492456058661143,0.04983478908737501,68.44
dense,15,12,16,0.0005,0.004801440984010696,0.005818217061460018,0.004271901678293943,,,,,,,,0.004963853241254886,0.04944531122843424,64.21
dense,15,12,32,0.01,0.003992903046309948,0.005654413718730211,0.004272088874131441,,,,,,,,0.0046398018797238665,0.047851644456386566,51.64
dense,15,12,32,0.005,0.003538884222507477,0.005278656259179115,0.004024487920105457,,,,,,,,0.004280676133930683,0.04403084392348925,56.62
dense,15,12,32,0.001,0.00438803993165493,0.006231316830962896,0.004338561091572046,,,,,,,,0.004985972618063291,0.04839586218198141,53.52
dense,15,12,32,0.0005,0.005134467035531998,0.006126713007688522,0.00527542270720005,,,,,,,,0.005512200916806857,0.05132445568839709,57.78
dense,15,12,64,0.01,0.00466009508818388,0.004636781290173531,0.00441491836681962,,,,,,,,0.0045705982483923435,0.047485750168561935,53.15
dense,15,12,64,0.005,0.003187136957421899,0.004877604078501463,0.00409597996622324,,,,,,,,0.0040535736673822,0.04282081499695778,58.18
dense,15,12,64,0.001,0.004519602749496698,0.005299300886690617,0.003926972858607769,,,,,,,,0.004581958831598361,0.04421935478846232,63.34
dense,15,12,64,0.0005,0.004359201993793249,0.006505466066300869,0.0038472784217447042,,,,,,,,0.004903982160612941,0.047470707446336746,62.48
dense,15,12,128,0.01,0.0035197401884943247,0.005273384042084217,0.004831762984395027,,,,,,,,0.004541629071657856,0.04600864772995313,78.37
dense,15,12,128,0.005,0.002988415537402034,0.004614681005477905,0.004349199589341879,,,,,,,,0.003984098710740606,0.043194168557723366,64.5
dense,15,12,128,0.001,0.0037374733947217464,0.004210483282804489,0.0035004811361432076,,,,,,,,0.0038161459378898144,0.04133507485191027,85.79
dense,15,12,128,0.0005,0.0038302603643387556,0.005392526742070913,0.004483263473957777,,,,,,,,0.004568683526789148,0.04505136733253797,112.45
dense,15,12,256,0.01,0.004408243112266064,0.005061116069555283,0.005899941548705101,,,,,,,,0.005123100243508816,0.051823275784651436,147.36
dense,15,12,256,0.005,0.002794381696730852,0.004707829095423222,0.0038319556042551994,,,,,,,,0.0037780554654697576,0.041307161251703896,142.79
dense,15,12,256,0.001,0.002619550097733736,0.004790008533746004,0.003646232420578599,,,,,,,,0.0036852636840194464,0.04004900902509689,128.32
dense,15,12,256,0.0005,0.003411100013181567,0.00451877573505044,0.004467223305255175,,,,,,,,0.004132366351162394,0.04332047452529272,138.53
gru,5,5,16,0.01,0.0027902761939913034,0.0037814551033079624,0.004036233760416508,,,,,,,,0.0035359883525719247,0.03894684091210365,226.61
gru,5,5,16,0.005,0.0032122768461704254,0.003997220192104578,0.0036768377758562565,,,,,,,,0.0036287782713770866,0.03958108772834142,222.93
gru,5,5,16,0.001,0.0033576986752450466,0.0036363115068525076,0.004163150209933519,,,,,,,,0.003719053464010358,0.03986381615201632,281.81
gru,5,5,16,0.0005,0.0034377477131783962,0.004651105497032404,0.0038805254735052586,,,,,,,,0.00398979289457202,0.04186350728074709,216.45
gru,5,5,32,0.01,0.00284184399060905,0.004135113209486008,0.0038279350847005844,,,,,,,,0.0036016307615985474,0.03928666561841965,232.67
gru,5,5,32,0.005,0.00289949681609869,0.004300848580896854,0.003600655123591423,,,,,,,,0.0036003335068623223,0.0389080544312795,237.94
gru,5,5,32,0.001,0.003159197047352791,0.003905737306922674,0.003996670711785555,,,,,,,,0.0036872016886870065,0.03905428325136503,248.58
gru,5,5,32,0.0005,0.003028405364602804,0.004004743415862322,0.004087220411747694,,,,,,,,0.0037067897307376065,0.039650858690341316,243.66
gru,5,5,64,0.01,0.0025257859379053116,0.0039611877873539925,0.0035047330893576145,,,,,,,,0.0033305689382056394,0.03771550953388214,242.09
gru,5,5,64,0.005,0.0025649305898696184,0.00342513807117939,0.003390479600057006,,,,,,,,0.0031268494203686714,0.03613633538285891,336.05
gru,5,5,64,0.001,0.002623223001137376,0.004062185063958168,0.003567082341760397,,,,,,,,0.0034174968022853136,0.03765483448902766,304.03
gru,5,5,64,0.0005,0.002784912008792162,0.0033783253747969866,0.0036636958830058575,,,,,,,,0.003275644422198335,0.03696164240439733,265.95
gru,5,5,128,0.01,0.0027284834068268538,0.003803636645898223,0.0034495124127715826,,,,,,,,0.0033272108218322196,0.037824373692274094,322.11
gru,5,5,128,0.005,0.0026631238870322704,0.003454307559877634,0.0032748794183135033,,,,,,,,0.0031307702884078026,0.036374397575855255,478.54
gru,5,5,128,0.001,0.0024780279491096735,0.0034157498739659786,0.0032899659126996994,,,,,,,,0.003061247911925117,0.03557554756601652,511.2
gru,5,5,128,0.0005,0.0025216976646333933,0.003501366823911667,0.003749870229512453,,,,,,,,0.0032576449060191712,0.03644019986192385,537.71
gru,5,5,256,0.01,0.003732583485543728,0.01332868542522192,0.004188248421996832,,,,,,,,0.00708317244425416,0.05775119115908941,927.46
dense,5,15,16,0.01,0.0036291244905442,0.005688093136996031,0.004783377982676029,,,,,,,,0.004700198536738753,0.04827664916714033,15.77
dense,5,15,16,0.005,0.003617240581661463,0.0050299037247896194,0.004316789098083973,,,,,,,,0.004321311134845018,0.04616651932398478,17.73
dense,5,15,16,0.001,0.0043164505623281,0.004997643642127514,0.005250203423202038,,,,,,,,0.004854765875885884,0.04883892089128494,17.73
dense,5,15,16,0.0005,0.005075485911220312,0.006568660493940115,0.005224140826612711,,,,,,,,0.005622762410591046,0.05118697260816892,17.77
dense,5,15,32,0.01,0.004470334388315678,0.004563912283629179,0.005073164124041796,,,,,,,,0.004702470265328884,0.04872462277611097,16.47
gru,5,6,16,0.01,0.0030018130782991648,0.004089968279004097,0.004138215444982052,,,,,,,,0.0037433322674284377,0.03975165511171023,161.6
gru,5,6,16,0.005,0.0028844105545431376,0.003955521620810032,0.004200790077447891,,,,,,,,0.0036802407509336867,0.03958705812692642,165.91
gru,5,6,16,0.0005,0.003594100708141923,0.003933428321033716,0.0042121089063584805,,,,,,,,0.00391321264517804,0.04155624036987623,263.97
gru,5,6,32,0.005,0.0027479520067572594,0.003899203147739172,0.003559842938557267,,,,,,,,0.003402332697684566,0.03761576488614082,269.27
gru,5,6,16,0.001,0.003356323344632983,0.004100818186998367,0.003743860637769103,,,,,,,,0.0037336673898001513,0.04067278032501539,269.73
gru,5,6,32,0.01,0.002838319633156061,0.0035982232075184584,0.0035518582444638014,,,,,,,,0.0033294670283794403,0.037513007720311485,323.1
gru,5,6,32,0.001,0.0030178073793649673,0.0036707844119518995,0.004130973946303129,,,,,,,,0.0036065219125399985,0.039235408107439675,280.06
gru,5,6,32,0.0005,0.0030283185187727213,0.0035880899522453547,0.0036022893618792295,,,,,,,,0.0034062326109657684,0.038147772351900734,285.12
gru,5,6,64,0.01,0.002362344181165099,0.003978889901190996,0.003408377757295966,,,,,,,,0.003249870613217354,0.03761151060461998,304.09
gru,5,6,64,0.005,0.0025523470249027014,0.0034437745343893766,0.0033137856516987085,,,,,,,,0.0031033024036635957,0.036536251505215965,331.97
gru,5,6,64,0.0005,0.002914974233135581,0.003664766438305378,0.004101897589862347,,,,,,,,0.003560546087101102,0.03851088136434555,331.11
gru,5,6,64,0.001,0.0030087954364717007,0.003698137355968356,0.003787305671721697,,,,,,,,0.003498079488053918,0.038091243555148445,342.49
gru,5,6,128,0.01,0.0029623303562402725,0.0039006886072456837,0.003933762665838003,,,,,,,,0.003598927209774653,0.03934110080202421,418.24
gru,5,6,128,0.005,0.002617098158225417,0.003517042612656951,0.0035578878596425056,,,,,,,,0.0032306762101749578,0.03724130988121033,436.4
gru,5,6,128,0.001,0.0024606657680124044,0.0034262104891240597,0.0033006002195179462,,,,,,,,0.0030624921588848033,0.035979303220907845,341.87
gru,5,6,128,0.0005,0.002520401030778885,0.0035180330742150545,0.0036856578662991524,,,,,,,,0.0032413639904310307,0.036538802087306976,417.83
gru,5,8,16,0.01,0.0030045059975236654,0.0036267407704144716,0.003945639822632074,,,,,,,,0.0035256288635234037,0.03936386605103811,406.92
gru,5,8,16,0.005,0.0028063145000487566,0.00405814778059721,0.003759250044822693,,,,,,,,0.0035412374418228865,0.039100280652443566,376.56
gru,5,8,16,0.001,0.003292718669399619,0.003597767325118184,0.004092993680387735,,,,,,,,0.0036611598916351795,0.039892168094714485,363.65
gru,5,8,16,0.0005,0.004022530280053616,0.004123925697058439,0.003867527935653925,,,,,,,,0.004004661304255326,0.04266076162457466,358.39
gru,5,8,32,0.01,0.0031368329655379057,0.004106538370251656,0.003427100833505392,,,,,,,,0.003556824056431651,0.03922589123249054,353.81
gru,5,8,32,0.005,0.0030484311282634735,0.003860133932903409,0.003501052735373378,,,,,,,,0.0034698725988467536,0.03809508681297302,378.71
gru,5,8,32,0.001,0.0029212962836027145,0.00378572940826416,0.0038014587480574846,,,,,,,,0.0035028281466414533,0.0386791837712129,387.65
gru,5,8,32,0.0005,0.00324313435703516,0.004209110047668219,0.0043166144751012325,,,,,,,,0.003922952959934871,0.0406584640343984,425.44
gru,5,8,64,0.01,0.002913817996159196,0.00419158348813653,0.0036142889875918627,,,,,,,,0.0035732301572958627,0.038939353078603745,467.99
gru,5,8,64,0.005,0.0027757135685533285,0.003156876191496849,0.003429647535085678,,,,,,,,0.0031207457650452852,0.03659772748748461,389.97
gru,5,8,64,0.001,0.002744783880189061,0.0035634844098240137,0.0035655053798109293,,,,,,,,0.0032912578899413347,0.0371908334394296,399.26
gru,5,8,64,0.0005,0.0030097055714577436,0.003404839662835002,0.0034442837350070477,,,,,,,,0.0032862763230999312,0.037562829752763115,411.8
gru,5,8,128,0.01,0.0029343743808567524,0.0036999890580773354,0.0033274502493441105,,,,,,,,0.0033206045627593994,0.03875675921638807,454.18
gru,5,8,128,0.005,0.0030022142454981804,0.0035245015751570463,0.003427895251661539,,,,,,,,0.0033182036907722554,0.03779568523168564,566.66
gru,5,8,128,0.001,0.002619696082547307,0.0032727569341659546,0.003766156267374754,,,,,,,,0.0032195364280293384,0.0367299939195315,557.48
gru,5,8,128,0.0005,0.0024992411490529776,0.003552693407982588,0.003636772744357586,,,,,,,,0.0032295691004643836,0.03660023088256518,548.49
gru,5,10,16,0.01,0.003954378888010979,0.003940671216696501,0.004048356786370277,,,,,,,,0.003981135630359252,0.041496943682432175,504.99
gru,5,10,16,0.005,0.00299993809312582,0.004548933822661638,0.0035891777370125055,,,,,,,,0.003712683217599988,0.040126332392295204,498.37
gru,5,10,16,0.001,0.003147075418382883,0.004012550693005323,0.003649776801466942,,,,,,,,0.0036031343042850494,0.04029127831260363,503.05
gru,5,10,16,0.0005,0.003989425953477621,0.0037576418835669756,0.004264940973371267,,,,,,,,0.004004002936805288,0.04186729217569033,513.22
gru,5,10,32,0.01,0.003473603865131736,0.004444149788469076,0.003972550854086876,,,,,,,,0.003963434835895896,0.04089713841676712,485.36
gru,5,10,32,0.005,0.002912042196840048,0.004079857375472784,0.0034917565062642097,,,,,,,,0.003494552026192347,0.038657043129205704,393.61
gru,5,10,32,0.001,0.00315592042170465,0.0036072726361453533,0.003960029687732458,,,,,,,,0.0035744075818608203,0.03902317707737287,426.89
gru,5,10,32,0.0005,0.0034035819116979837,0.004300034139305353,0.0036804634146392345,,,,,,,,0.0037946931552141905,0.040170058608055115,490.4
gru,5,10,64,0.01,0.00314168818295002,0.003905463730916381,0.0039309305138885975,,,,,,,,0.003659360809251666,0.03956808398167292,508.77
gru,5,10,64,0.005,0.0030250593554228544,0.003843033453449607,0.0037135041784495115,,,,,,,,0.003527198995773991,0.038757793605327606,490.16
gru,5,10,64,0.001,0.002753532025963068,0.0036338940262794495,0.0035370399709790945,,,,,,,,0.0033081553410738707,0.037573798249165215,535.48
gru,5,10,64,0.0005,0.0027769526932388544,0.0036374873016029596,0.003823045175522566,,,,,,,,0.0034124950567881265,0.03788757945100466,792.14
gru,5,10,128,0.005,0.0030896838288754225,0.003995874896645546,0.0032204443123191595,,,,,,,,0.003435334345946709,0.03867131223281225,671.82
gru,5,10,128,0.01,0.003105906071141362,0.0038814572617411613,0.003917609807103872,,,,,,,,0.003634991046662132,0.04009012381235758,676.35
gru,5,10,128,0.001,0.002547777956351638,0.0035599349066615105,0.0035459166392683983,,,,,,,,0.0032178765007605157,0.03672471269965172,734.24
gru,5,12,16,0.01,0.004400316160172224,0.0036625571083277464,0.003981889691203833,,,,,,,,0.004014920986567934,0.04174148912231127,568.41
gru,5,10,128,0.0005,0.002714804606512189,0.003522345330566168,0.0037700196262449026,,,,,,,,0.00333572318777442,0.037492418040831886,596.17
gru,5,12,16,0.005,0.0033443006686866283,0.0039765723049640656,0.0042260815389454365,,,,,,,,0.0038489848375320435,0.04134492203593254,612.22
gru,5,12,16,0.001,0.003330695442855358,0.004274246748536825,0.004415368195623159,,,,,,,,0.0040067701290051145,0.0425747719903787,613.6
gru,5,12,16,0.0005,0.0039369105361402035,0.0046937367878854275,0.004461642354726791,,,,,,,,0.004364096559584141,0.044538854310909905,556.38
gru,5,12,32,0.01,0.003225337015464902,0.004215144086629152,0.004024109337478876,,,,,,,,0.00382153014652431,0.04110253726442655,556.65
gru,5,12,32,0.005,0.003022897755727172,0.0038412052672356367,0.003705645212903619,,,,,,,,0.003523249411955476,0.0394358200331529,608.85
gru,5,12,32,0.001,0.002744460478425026,0.003911161329597235,0.004077840130776167,,,,,,,,0.0035778206462661424,0.03893383592367172,598.06
gru,5,12,32,0.0005,0.0033497305121272802,0.004070958588272333,0.004331166855990887,,,,,,,,0.003917285318796833,0.041544889410336815,621.21
gru,5,12,64,0.01,0.0029951762408018112,0.004079852253198624,0.003943997900933027,,,,,,,,0.003673008798311154,0.04061249395211538,626.8
gru,5,12,64,0.005,0.0029970332980155945,0.0038214477244764566,0.0035593868233263493,,,,,,,,0.003459289281939467,0.03886939957737923,705.18
gru,5,12,64,0.001,0.003044121665880084,0.003443170338869095,0.0035584077704697847,,,,,,,,0.0033485665917396545,0.03783260534207026,664.76
gru,5,12,64,0.0005,0.0031607896089553833,0.0036583596374839544,0.003703195368871093,,,,,,,,0.003507448205103477,0.03853266437848409,755.76
gru,5,12,128,0.01,0.0033196902368217707,0.0036516105756163597,0.0040262071415781975,,,,,,,,0.003665835984672109,0.04021598647038142,950.77
gru,5,12,128,0.005,0.0030739300418645144,0.003728533163666725,0.0036008991301059723,,,,,,,,0.003467787445212404,0.03864689419666926,998.77
gru,5,12,128,0.001,0.0027644652873277664,0.0034745517186820507,0.00349816819652915,,,,,,,,0.0032457284008463225,0.03693741435805956,897.19
gru,10,5,16,0.01,0.002866588067263365,0.003945504780858755,0.004625170491635799,,,,,,,,0.0038124211132526398,0.04044170926014582,445.31
gru,5,12,128,0.0005,0.0029116987716406584,0.003675780026242137,0.003955677151679993,,,,,,,,0.0035143853165209293,0.037954628467559814,862.2
gru,10,5,16,0.005,0.003237929427996278,0.0037926877848803997,0.003953954670578241,,,,,,,,0.0036615239611516395,0.03958598151803017,454.03
gru,10,5,16,0.001,0.0035971186589449644,0.004057007841765881,0.003964192233979702,,,,,,,,0.0038727729115635157,0.040389583756526314,382.97
