filename,confidence_score
A156,0.36964431886644
A80,0.3683654105386023
A98,0.3670350889090302
A103,0.3657893410866104
A83,0.3654869448191144
A155,0.36542689282648644
A113,0.36286200422198617
A108,0.3624961562863448
B10,0.3603350094391617
A115,0.3583696715441382
A158,0.35531296046925526
A111,0.35379564798399804
A112,0.35313765757631327
A89,0.35243043107024374
A101,0.3512607887904069
A82,0.3493751294092264
A102,0.34899190625351556
B13,0.34790312708601423
A105,0.3452102793632518
B11,0.33756113705094215
A149,0.335088702683969
A100,0.33449443211091295
B12,0.33343350037458885
A157,0.33010984845964075
A97,0.32749812778319626
A90,0.32181259550560604
A85,0.320510935059484
B9,0.31828969002092306
B15,0.31595520204226246
A154,0.3156884490327073
A84,0.31253732391048306
B21,0.31061103055514294
B22,0.3102638866667532
B6,0.31009465285817317
B18,0.3082076802427477
A106,0.3079066791129755
B20,0.3071398314576658
B19,0.30342685265379266
A91,0.302494004946317
B17,0.299149070508494
A81,0.2949008741552783
B14,0.2945698689854043
A87,0.2872551684185594
B16,0.2811613714598959
A86,0.2740520030861061
